Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Planeador financiero,Finandina,Manizales,Finandina busca un perfil como planeador financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"planeacion financiera, modelos financieros, presupuestos",2025-04-24 15:55:11,True,finanzas
Jefe de cartera,Grupo Aval,Bucaramanga,Grupo Aval busca un perfil como jefe de cartera para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.600.000,pasantia,mid,"gestion de cartera, cobranza, analisis crediticio",2025-04-20 15:55:11,True,finanzas
Tesorero,BBVA Colombia,Santa Marta,BBVA Colombia busca un perfil como tesorero para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-11 15:55:11,True,finanzas
Jefe de cartera,Banco de Occidente,Ibague,Banco de Occidente busca un perfil como jefe de cartera para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"gestion de cartera, cobranza, analisis crediticio",2025-05-13 15:55:11,True,finanzas
Gerente financiero,Grupo Sura,Ibague,Grupo Sura busca un perfil como gerente financiero para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.000.000,freelance,entry,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-04-25 15:55:11,True,finanzas
Auditor interno,Finandina,Medellin,Finandina busca un perfil como auditor interno para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de auditor interno y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auditor interno, Revisar procesos internos, Detectar desviaciones, Emitir informes de auditoria, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en contaduria o administracion, experiencia en auditorias internas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.000.000,tiempo_completo,mid,"auditoria interna, gestion de riesgos, cumplimiento normativo",2025-05-01 15:55:11,True,finanzas
Auxiliar contable,Banco de Bogota,Cartagena,Banco de Bogota busca un perfil como auxiliar contable para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"registro contable, facturacion, conciliacion bancaria",2025-04-29 15:55:11,True,finanzas
Auditor interno,BBVA Colombia,Pereira,BBVA Colombia busca un perfil como auditor interno para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de auditor interno y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auditor interno, Revisar procesos internos, Detectar desviaciones, Emitir informes de auditoria, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en contaduria o administracion, experiencia en auditorias internas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.500.000,freelance,senior,"auditoria interna, gestion de riesgos, cumplimiento normativo",2025-05-12 15:55:11,True,finanzas
Jefe de cartera,Grupo Sura,Bucaramanga,Grupo Sura busca un perfil como jefe de cartera para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"gestion de cartera, cobranza, analisis crediticio",2025-05-19 15:55:11,True,finanzas
Analista de riesgos,Colpatria,Ibague,Colpatria busca un perfil como analista de riesgos para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-14 15:55:11,True,finanzas
Gerente financiero,Banco de Bogota,Santa Marta,Banco de Bogota busca un perfil como gerente financiero para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de gerente financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de gerente financiero, Supervisar gestion financiera, Definir politicas economicas, Presentar resultados a la direccion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas o administracion, experiencia directiva minima de 5 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.000.000,tiempo_completo,mid,"direccion financiera, estrategia financiera, reportes a junta directiva",2025-05-06 15:55:11,True,finanzas
Analista de riesgos,Credifamilia,Cartagena,Credifamilia busca un perfil como analista de riesgos para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-14 15:55:11,True,finanzas
Planeador financiero,Credifamilia,Ibague,Credifamilia busca un perfil como planeador financiero para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"planeacion financiera, modelos financieros, presupuestos",2025-05-05 15:55:11,True,finanzas
Planeador financiero,BBVA Colombia,Cartagena,BBVA Colombia busca un perfil como planeador financiero para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.400.000,medio_tiempo,mid,"planeacion financiera, modelos financieros, presupuestos",2025-04-30 15:55:11,True,finanzas
Contador publico,Bancolombia,Ibague,Bancolombia busca un perfil como contador publico para integrarse a su equipo en Ibague. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.200.000,medio_tiempo,senior,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-05-10 15:55:11,True,finanzas
Contador publico,Grupo Aval,Cartagena,Grupo Aval busca un perfil como contador publico para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.000.000,freelance,entry,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-05-02 15:55:11,True,finanzas
Jefe de cartera,Finandina,Santa Marta,Finandina busca un perfil como jefe de cartera para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"gestion de cartera, cobranza, analisis crediticio",2025-04-29 15:55:11,True,finanzas
Tesorero,Banco de Occidente,Medellin,Banco de Occidente busca un perfil como tesorero para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.500.000,freelance,senior,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-19 15:55:11,True,finanzas
Contador publico,Banco de Bogota,Santa Marta,Banco de Bogota busca un perfil como contador publico para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-05-12 15:55:11,True,finanzas
Jefe de cartera,Banco de Bogota,Santa Marta,Banco de Bogota busca un perfil como jefe de cartera para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"gestion de cartera, cobranza, analisis crediticio",2025-05-13 15:55:11,True,finanzas
Asesor comercial financiero,Grupo Sura,Cartagena,Grupo Sura busca un perfil como asesor comercial financiero para integrarse a su equipo en Cartagena. El candidato ideal debera demostrar habilidades solidas en el area de asesor comercial financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asesor comercial financiero, Ofrecer productos financieros, Atender consultas de clientes, Realizar seguimiento comercial, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico o tecnologo en areas comerciales, experiencia en ventas de productos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"ventas, atencion al cliente, productos financieros",2025-04-30 15:55:11,True,finanzas
Tesorero,Banco de Bogota,Bogota,Banco de Bogota busca un perfil como tesorero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-04-19 15:55:11,True,finanzas
Analista de riesgos,Banco de Bogota,Bogota,Banco de Bogota busca un perfil como analista de riesgos para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-05-12 15:55:11,True,finanzas
Analista financiero,Finandina,Manizales,Finandina busca un perfil como analista financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"analisis financiero, manejo de excel, presentacion de informes",2025-05-08 15:55:11,True,finanzas
Auditor interno,BBVA Colombia,Medellin,BBVA Colombia busca un perfil como auditor interno para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de auditor interno y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auditor interno, Revisar procesos internos, Detectar desviaciones, Emitir informes de auditoria, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en contaduria o administracion, experiencia en auditorias internas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"auditoria interna, gestion de riesgos, cumplimiento normativo",2025-05-14 15:55:11,True,finanzas
Tesorero,Grupo Aval,Barranquilla,Grupo Aval busca un perfil como tesorero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-17 15:55:11,True,finanzas
Auditor interno,Banco de Bogota,Bucaramanga,Banco de Bogota busca un perfil como auditor interno para integrarse a su equipo en Bucaramanga. El candidato ideal debera demostrar habilidades solidas en el area de auditor interno y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auditor interno, Revisar procesos internos, Detectar desviaciones, Emitir informes de auditoria, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en contaduria o administracion, experiencia en auditorias internas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"auditoria interna, gestion de riesgos, cumplimiento normativo",2025-05-06 15:55:11,True,finanzas
Analista financiero,Davivienda,Manizales,Davivienda busca un perfil como analista financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.200.000,medio_tiempo,entry,"analisis financiero, manejo de excel, presentacion de informes",2025-05-16 15:55:11,True,finanzas
Analista financiero,Banco de Bogota,Bogota,Banco de Bogota busca un perfil como analista financiero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"analisis financiero, manejo de excel, presentacion de informes",2025-05-11 15:55:11,True,finanzas
Planeador financiero,BBVA Colombia,Pereira,BBVA Colombia busca un perfil como planeador financiero para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"planeacion financiera, modelos financieros, presupuestos",2025-05-11 15:55:11,True,finanzas
Contador publico,Grupo Aval,Manizales,Grupo Aval busca un perfil como contador publico para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.000.000,tiempo_completo,senior,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-05-17 15:55:11,True,finanzas
Analista financiero,Credifamilia,Manizales,Credifamilia busca un perfil como analista financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"analisis financiero, manejo de excel, presentacion de informes",2025-05-10 15:55:11,True,finanzas
Analista de riesgos,Credifamilia,Santa Marta,Credifamilia busca un perfil como analista de riesgos para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de analista de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista de riesgos, Evaluar riesgos, Monitorear exposiciones, Recomendar controles, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en estadistica, ingenieria financiera o afines, experiencia en riesgos financieros., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.600.000,remoto,mid,"gestion de riesgos, analisis estadistico, reportes regulatorios",2025-04-25 15:55:11,True,finanzas
Analista financiero,BBVA Colombia,Manizales,BBVA Colombia busca un perfil como analista financiero para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"analisis financiero, manejo de excel, presentacion de informes",2025-04-27 15:55:11,True,finanzas
Tesorero,Finandina,Bogota,Finandina busca un perfil como tesorero para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,tiempo_completo,entry,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-05 15:55:11,True,finanzas
Auditor interno,Credifamilia,Santa Marta,Credifamilia busca un perfil como auditor interno para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de auditor interno y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auditor interno, Revisar procesos internos, Detectar desviaciones, Emitir informes de auditoria, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en contaduria o administracion, experiencia en auditorias internas., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.200.000,medio_tiempo,senior,"auditoria interna, gestion de riesgos, cumplimiento normativo",2025-05-10 15:55:11,True,finanzas
Tesorero,Bancolombia,Santa Marta,Bancolombia busca un perfil como tesorero para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",800.000,pasantia,entry,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-05 15:55:11,True,finanzas
Auxiliar contable,Grupo Sura,Manizales,Grupo Sura busca un perfil como auxiliar contable para integrarse a su equipo en Manizales. El candidato ideal debera demostrar habilidades solidas en el area de auxiliar contable y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de auxiliar contable, Registrar operaciones contables, Conciliar cuentas, Apoyar procesos de cierre, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: tecnico contable, experiencia minima de 1 ano, manejo de software contable., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.000.000,freelance,mid,"registro contable, facturacion, conciliacion bancaria",2025-04-23 15:55:11,True,finanzas
Tesorero,Banco de Bogota,Santa Marta,Banco de Bogota busca un perfil como tesorero para integrarse a su equipo en Santa Marta. El candidato ideal debera demostrar habilidades solidas en el area de tesorero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de tesorero, Gestionar pagos, Controlar flujo de caja, Relacion con entidades bancarias, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en finanzas, administracion o economia, experiencia en manejo de tesoreria., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"manejo de flujo de caja, conciliaciones bancarias, tesoreria",2025-05-13 15:55:11,True,finanzas
Jefe de cartera,Banco de Bogota,Pereira,Banco de Bogota busca un perfil como jefe de cartera para integrarse a su equipo en Pereira. El candidato ideal debera demostrar habilidades solidas en el area de jefe de cartera y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de jefe de cartera, Supervisar equipo de cartera, Disenar estrategias de recuperacion, Generar reportes de gestion, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en administracion o afines, experiencia liderando equipos de cartera., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.300.000,remoto,senior,"gestion de cartera, cobranza, analisis crediticio",2025-05-17 15:55:11,True,finanzas
Analista financiero,Banco de Occidente,Barranquilla,Banco de Occidente busca un perfil como analista financiero para integrarse a su equipo en Barranquilla. El candidato ideal debera demostrar habilidades solidas en el area de analista financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista financiero, Elaborar reportes financieros, Analizar indicadores clave, Apoyar la planeacion financiera, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia, administracion o ingenieria industrial, experiencia minima de 2 anos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.200.000,medio_tiempo,senior,"analisis financiero, manejo de excel, presentacion de informes",2025-04-22 15:55:11,True,finanzas
Contador publico,Banco de Bogota,Bogota,Banco de Bogota busca un perfil como contador publico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, Llevar libros contables, Elaborar declaraciones fiscales, Preparar estados financieros, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: contador titulado, con tarjeta profesional vigente, experiencia en empresas del sector financiero., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.000,pasantia,senior,"NIIF, conciliaciones bancarias, declaraciones tributarias",2025-04-27 15:55:11,True,finanzas
Planeador financiero,Davivienda,Medellin,Davivienda busca un perfil como planeador financiero para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de planeador financiero y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de planeador financiero, Desarrollar modelos financieros, Elaborar presupuestos, Hacer seguimiento financiero, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: profesional en economia o finanzas, experiencia en planeacion y presupuestos., habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.000.000,tiempo_completo,mid,"planeacion financiera, modelos financieros, presupuestos",2025-04-23 15:55:11,True,finanzas
