Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Desarrollador Backend,Innovapp Labs,Cali,Innovapp Labs esta en busqueda de un desarrollador backend para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.794.654,pasantia,senior,"Git, SQL, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,Agencia Viral,Bogota,Agencia Viral esta en busqueda de un paid media strategist para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.622.708,tiempo_completo,mid,"Analytics, Google Ads, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Cali,Grupo Proyectos esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.827.179,pasantia,mid,"AutoCAD, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Capital Consulting,Cali,Capital Consulting esta en busqueda de un consultor de riesgos para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.785.060,contrato,senior,"Excel, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Medellin,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.324.032,tiempo_completo,mid,"BLS, Etica profesional, Historia Clinica",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Coder Academy,Cali,Coder Academy esta en busqueda de un profesor de ingles para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.917.090,contrato,entry,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin esta en busqueda de un coordinador de compras para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.390.799,remoto,junior,"Liderazgo, ERP, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Great Teams,Medellin,Great Teams esta en busqueda de un especialista en compensaciones para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.321.199,pasantia,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Pixelarte,Cali,Pixelarte esta en busqueda de un ilustrador digital para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.247.314,tiempo_completo,senior,"Photoshop, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Cloudbyte,Bogota,Cloudbyte esta en busqueda de un ingeniero devops para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.512.956,medio_tiempo,senior,"AWS, SQL, Git",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,DigitalBoost,Cali,DigitalBoost esta en busqueda de un especialista seo para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.826.458,tiempo_completo,mid,"SEO, Social Media, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Constructora Andes,Bogota,Constructora Andes esta en busqueda de un ingeniero industrial para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.464.149,medio_tiempo,entry,"Matlab, AutoCAD, ISO",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Sigma Holdings,Cali,Sigma Holdings esta en busqueda de un asesor de inversiones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.740.634,remoto,entry,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Centro Medico Integral,Bogota,Centro Medico Integral esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.799.055,tiempo_completo,mid,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Universidad Metropolitana,Bogota,Universidad Metropolitana esta en busqueda de un profesor de ingles para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.703.028,tiempo_completo,junior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Bogota,Andes Operaciones esta en busqueda de un asistente administrativo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.813.525,medio_tiempo,junior,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
HR Business Partner,TalentoPlus,Cali,TalentoPlus esta en busqueda de un hr business partner para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.585.711,remoto,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Vision Digital,Medellin,Vision Digital esta en busqueda de un director de arte para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.015.149,tiempo_completo,senior,"UI, Creatividad, Photoshop",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Medellin,Innovapp Labs esta en busqueda de un ingeniero devops para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.798.479,pasantia,mid,"Python, SQL, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,GrowthMKT,Medellin,GrowthMKT esta en busqueda de un paid media strategist para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.070.092,pasantia,senior,"Analytics, Social Media, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Grupo Proyectos,Medellin,Grupo Proyectos esta en busqueda de un ingeniero industrial para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.800.150,remoto,junior,"ISO, Proyectos, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Capital Consulting,Cali,Capital Consulting esta en busqueda de un asesor de inversiones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.835.897,remoto,junior,"Finanzas, Contabilidad, SAP",2025-05-17 17:58:17,True,finanzas
Medico General,Clinica Vida,Medellin,Clinica Vida esta en busqueda de un medico general para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.322.998,remoto,mid,"Etica profesional, BLS, Historia Clinica",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Universidad Metropolitana,Medellin,Universidad Metropolitana esta en busqueda de un profesor de ingles para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.438.684,remoto,mid,"Didactica, TIC educativas, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin esta en busqueda de un coordinador de compras para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.635.381,medio_tiempo,entry,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
HR Business Partner,Great Teams,Bogota,Great Teams esta en busqueda de un hr business partner para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.819.631,medio_tiempo,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Disenador Grafico,Vision Digital,Bogota,Vision Digital esta en busqueda de un disenador grafico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.146.562,tiempo_completo,mid,"Creatividad, Illustrator, UX",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Cloudbyte,Bogota,Cloudbyte esta en busqueda de un desarrollador frontend para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.180.127,tiempo_completo,mid,"SQL, AWS, Python",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,Agencia Viral,Medellin,Agencia Viral esta en busqueda de un analista marketing para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.232.019,remoto,senior,"Analytics, Google Ads, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Mecanico,Grupo Proyectos,Medellin,Grupo Proyectos esta en busqueda de un ingeniero mecanico para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.643.009,medio_tiempo,junior,"Proyectos, AutoCAD, ISO",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Sigma Holdings,Cali,Sigma Holdings esta en busqueda de un contador publico para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.838.763,pasantia,mid,"Finanzas, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Enfermero Profesional,Clinica Vida,Cali,Clinica Vida esta en busqueda de un enfermero profesional para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.572.986,contrato,junior,"Historia Clinica, Etica profesional, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Colegio Horizontes,Bogota,Colegio Horizontes esta en busqueda de un docente de matematicas para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.611.596,contrato,senior,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Cali,Andes Operaciones esta en busqueda de un asistente administrativo para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.613.590,remoto,junior,"Planificacion estrategica, ERP, Liderazgo",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Cali,Human Focus esta en busqueda de un especialista en compensaciones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.315.524,medio_tiempo,junior,"Compensaciones, Entrevistas, Onboarding",2025-05-17 17:58:17,True,recursos_humanos
Disenador Grafico,Pixelarte,Medellin,Pixelarte esta en busqueda de un disenador grafico para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.123.118,pasantia,entry,"Photoshop, UX, UI",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Andes Software,Medellin,Andes Software esta en busqueda de un desarrollador backend para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.379.388,remoto,entry,"Python, Git, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,GrowthMKT,Bogota,GrowthMKT esta en busqueda de un analista marketing para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.708.628,tiempo_completo,senior,"Social Media, SEO, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Cali,Ecomec Ingenieria esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.315.814,medio_tiempo,entry,"Proyectos, AutoCAD, Matlab",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Capital Consulting,Medellin,Capital Consulting esta en busqueda de un contador publico para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.664.502,contrato,junior,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Medico General,Centro Medico Integral,Medellin,Centro Medico Integral esta en busqueda de un medico general para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.415.787,remoto,entry,"BLS, Historia Clinica, Etica profesional",2025-05-17 17:58:17,True,salud
Instructor de Programacion,Coder Academy,Medellin,Coder Academy esta en busqueda de un instructor de programacion para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.815.465,medio_tiempo,mid,"Planificacion, TIC educativas, Didactica",2025-05-17 17:58:17,True,educacion
Jefe de Logistica,Global Admin,Bogota,Global Admin esta en busqueda de un jefe de logistica para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.536.606,contrato,senior,"ERP, Liderazgo, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Coordinador de Seleccion,Great Teams,Bogota,Great Teams esta en busqueda de un coordinador de seleccion para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.211.275,contrato,senior,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Vision Digital,Cali,Vision Digital esta en busqueda de un ilustrador digital para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.479.970,contrato,senior,"Photoshop, Illustrator, UX",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Cloudbyte,Bogota,Cloudbyte esta en busqueda de un desarrollador backend para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.503.387,contrato,mid,"Git, Python, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,Agencia Viral,Bogota,Agencia Viral esta en busqueda de un paid media strategist para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.623.454,contrato,mid,"SEO, Social Media, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Ecomec Ingenieria,Medellin,Ecomec Ingenieria esta en busqueda de un ingeniero industrial para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.356.383,contrato,senior,"AutoCAD, Proyectos, ISO",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Capital Consulting,Bogota,Capital Consulting esta en busqueda de un contador publico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.140.661,contrato,junior,"Contabilidad, Finanzas, SAP",2025-05-17 17:58:17,True,finanzas
Medico General,Hospital San Jose,Cali,Hospital San Jose esta en busqueda de un medico general para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.860.109,contrato,entry,"Historia Clinica, Etica profesional, BLS",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Universidad Metropolitana,Cali,Universidad Metropolitana esta en busqueda de un profesor de ingles para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.103.500,remoto,entry,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Gerente de Operaciones,Global Admin,Medellin,Global Admin esta en busqueda de un gerente de operaciones para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.130.096,remoto,senior,"ERP, Planificacion estrategica, Liderazgo",2025-05-17 17:58:17,True,administracion
HR Business Partner,Great Teams,Bogota,Great Teams esta en busqueda de un hr business partner para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.638.581,contrato,entry,"Entrevistas, Onboarding, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Disenador UX/UI,Pixelarte,Medellin,Pixelarte esta en busqueda de un disenador ux/ui para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.956.426,pasantia,mid,"Photoshop, Creatividad, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Cloudbyte,Medellin,Cloudbyte esta en busqueda de un ingeniero devops para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.630.515,tiempo_completo,junior,"Docker, Python, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,GrowthMKT,Bogota,GrowthMKT esta en busqueda de un especialista seo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.169.645,pasantia,mid,"Analytics, SEO, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Medellin,Ecomec Ingenieria esta en busqueda de un ingeniero ambiental para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.788.481,tiempo_completo,mid,"Matlab, ISO, Proyectos",2025-05-17 17:58:17,True,ingenierias
Analista Financiero,Sigma Holdings,Medellin,Sigma Holdings esta en busqueda de un analista financiero para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.306.776,pasantia,mid,"Finanzas, Excel, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Bogota,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.175.721,contrato,mid,"Historia Clinica, BLS, Etica profesional",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Universidad Metropolitana,Medellin,Universidad Metropolitana esta en busqueda de un docente de matematicas para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.408.532,remoto,mid,"TIC educativas, Planificacion, Didactica",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Global Admin,Bogota,Global Admin esta en busqueda de un asistente administrativo para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.991.681,pasantia,mid,"Liderazgo, Planificacion estrategica, ERP",2025-05-17 17:58:17,True,administracion
Analista de Talento Humano,TalentoPlus,Medellin,TalentoPlus esta en busqueda de un analista de talento humano para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.104.192,pasantia,mid,"Entrevistas, Compensaciones, Onboarding",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Pixelarte,Medellin,Pixelarte esta en busqueda de un ilustrador digital para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.635.393,medio_tiempo,junior,"Creatividad, UI, Photoshop",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Cloudbyte,Medellin,Cloudbyte esta en busqueda de un desarrollador backend para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.943.894,medio_tiempo,entry,"Git, Docker, Python",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,DigitalBoost,Medellin,DigitalBoost esta en busqueda de un especialista seo para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.214.742,pasantia,junior,"Social Media, Google Ads, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Cali,Grupo Proyectos esta en busqueda de un ingeniero ambiental para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.239.879,contrato,senior,"Proyectos, ISO, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Sigma Holdings,Cali,Sigma Holdings esta en busqueda de un contador publico para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.689.346,remoto,mid,"Finanzas, Contabilidad, SAP",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Cali,Clinica Vida esta en busqueda de un psicologo clinico para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.325.451,remoto,mid,"BLS, Etica profesional, Historia Clinica",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Colegio Horizontes,Medellin,Colegio Horizontes esta en busqueda de un profesor de ingles para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.615.214,contrato,senior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Jefe de Logistica,Servicios Integrales PRO,Cali,Servicios Integrales PRO esta en busqueda de un jefe de logistica para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.637.895,tiempo_completo,mid,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
Coordinador de Seleccion,TalentoPlus,Bogota,TalentoPlus esta en busqueda de un coordinador de seleccion para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",2.015.330,contrato,entry,"Onboarding, Compensaciones, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Estudio Creativo Prisma,Cali,Estudio Creativo Prisma esta en busqueda de un ilustrador digital para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.540.428,medio_tiempo,mid,"Photoshop, Creatividad, Illustrator",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Innovapp Labs,Medellin,Innovapp Labs esta en busqueda de un desarrollador frontend para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.872.567,contrato,entry,"Git, AWS, SQL",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,GrowthMKT,Cali,GrowthMKT esta en busqueda de un analista marketing para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.562.004,remoto,entry,"SEO, Analytics, Social Media",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Bogota,Grupo Proyectos esta en busqueda de un ingeniero ambiental para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",5.308.392,pasantia,mid,"Proyectos, Matlab, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Capital Consulting,Medellin,Capital Consulting esta en busqueda de un consultor de riesgos para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",4.113.544,remoto,mid,"Excel, Contabilidad, Finanzas",2025-05-17 17:58:17,True,finanzas
Fisioterapeuta,Hospital San Jose,Cali,Hospital San Jose esta en busqueda de un fisioterapeuta para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",6.428.953,medio_tiempo,senior,"Etica profesional, BLS, Historia Clinica",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Coder Academy,Medellin,Coder Academy esta en busqueda de un docente de matematicas para unirse a su equipo en Medellin.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",1.897.076,tiempo_completo,entry,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin esta en busqueda de un coordinador de compras para unirse a su equipo en Bogota.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",9.581.132,pasantia,senior,"ERP, Liderazgo, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Cali,Human Focus esta en busqueda de un especialista en compensaciones para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",3.132.442,medio_tiempo,junior,"Compensaciones, Onboarding, Entrevistas",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Vision Digital,Cali,Vision Digital esta en busqueda de un director de arte para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",8.580.807,contrato,senior,"UX, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Cali,Innovapp Labs esta en busqueda de un ingeniero devops para unirse a su equipo en Cali.,"Trabajar en equipo, cumplir objetivos, mantener calidad.","Formacion academica en el area correspondiente, experiencia relacionada.",7.354.731,medio_tiempo,senior,"Docker, AWS, Python",2025-05-17 17:58:17,True,ingenieria_informatica
