Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Disenador grafico,Rockstar Games LATAM,Santa Marta,Rockstar Games LATAM esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.914.493,freelance,senior,"Blender, Illustrator, Figma, Sketch, Adobe XD",2025-05-09 16:14:01,True,diseno_grafico
Ilustrador digital,Publicis Groupe,Manizales,Publicis Groupe esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.347.519,pasantia,senior,"Premiere, Figma, InDesign, Adobe XD",2025-05-09 16:14:01,True,diseno_grafico
Director de arte,Trece Group,Bogota,Trece Group esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.648.650,medio_tiempo,mid,"After Effects, Adobe XD, Premiere, Illustrator",2025-04-22 16:14:01,True,diseno_grafico
Disenador grafico,Tappsi,Bucaramanga,Tappsi esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.390.290,pasantia,senior,"Blender, Premiere, Sketch, After Effects, Adobe XD",2025-05-11 16:14:01,True,diseno_grafico
Animador 2D,Trece Group,Armenia,Trece Group esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.726.711,tiempo_completo,entry,"Adobe XD, Sketch, Blender",2025-05-16 16:14:01,True,diseno_grafico
Ilustrador digital,McCann Worldgroup,Bucaramanga,McCann Worldgroup esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.662.585,tiempo_completo,entry,"After Effects, Figma, Blender",2025-04-28 16:14:01,True,diseno_grafico
Disenador grafico,Tappsi,Manizales,Tappsi esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.431.355,medio_tiempo,mid,"InDesign, Adobe XD, Cinema 4D",2025-05-12 16:14:01,True,diseno_grafico
Animador 2D,DDB Colombia,Medellin,DDB Colombia esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.423.565,pasantia,senior,"Adobe XD, InDesign, Cinema 4D, After Effects, Illustrator",2025-04-26 16:14:01,True,diseno_grafico
UX UI Designer,MullenLowe SSP3,Cali,MullenLowe SSP3 esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",600.210,pasantia,entry,"InDesign, Adobe XD, Cinema 4D",2025-05-13 16:14:01,True,diseno_grafico
Animador 2D,Rockstar Games LATAM,Armenia,Rockstar Games LATAM esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",853.736,medio_tiempo,entry,"Sketch, Photoshop, Blender, Figma, Adobe XD",2025-04-30 16:14:01,True,diseno_grafico
Disenador grafico,MullenLowe SSP3,Medellin,MullenLowe SSP3 esta buscando un disenador grafico para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador grafico sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",892.833,freelance,entry,"Illustrator, InDesign, Sketch",2025-04-27 16:14:01,True,diseno_grafico
Disenador de experiencia de usuario,MullenLowe SSP3,Bucaramanga,MullenLowe SSP3 esta buscando un disenador de experiencia de usuario para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de experiencia de usuario sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.567.915,freelance,mid,"Photoshop, After Effects, InDesign, Sketch, Adobe XD",2025-05-19 16:14:01,True,diseno_grafico
Ilustrador digital,Wunderman Thompson,Cartagena,Wunderman Thompson esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.287.256,medio_tiempo,mid,"Sketch, InDesign, Figma, Premiere",2025-04-19 16:14:01,True,diseno_grafico
UX UI Designer,Rappi,Armenia,Rappi esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.458.808,remoto,senior,"Figma, Illustrator, Sketch, Photoshop",2025-05-03 16:14:01,True,diseno_grafico
Ilustrador digital,DDB Colombia,Pereira,DDB Colombia esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.591.821,medio_tiempo,mid,"Figma, Cinema 4D, Blender, Illustrator, Photoshop",2025-05-11 16:14:01,True,diseno_grafico
Editor de video,Rappi,Medellin,Rappi esta buscando un editor de video para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El editor de video sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.227.904,medio_tiempo,senior,"InDesign, After Effects, Cinema 4D, Photoshop",2025-04-21 16:14:01,True,diseno_grafico
Ilustrador digital,Laika,Barranquilla,Laika esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",869.084,freelance,entry,"InDesign, Sketch, Premiere",2025-05-04 16:14:01,True,diseno_grafico
Motion Designer,MullenLowe SSP3,Pereira,MullenLowe SSP3 esta buscando un motion designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El motion designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.028.765,freelance,entry,"Adobe XD, Sketch, Figma, InDesign",2025-04-19 16:14:01,True,diseno_grafico
Disenador web,Leo Burnett Colombia,Bucaramanga,Leo Burnett Colombia esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.352.730,medio_tiempo,mid,"Cinema 4D, Photoshop, After Effects, Illustrator",2025-04-20 16:14:01,True,diseno_grafico
Motion Designer,Tactico,Barranquilla,Tactico esta buscando un motion designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El motion designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",775.448,pasantia,mid,"Cinema 4D, After Effects, InDesign",2025-05-05 16:14:01,True,diseno_grafico
Editor de video,Laika,Manizales,Laika esta buscando un editor de video para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El editor de video sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",3.645.158,tiempo_completo,senior,"Cinema 4D, Figma, Sketch, Illustrator",2025-05-18 16:14:01,True,diseno_grafico
Director de arte,Ubisoft Colombia,Bogota,Ubisoft Colombia esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",945.362,medio_tiempo,entry,"Blender, Premiere, Photoshop, After Effects, InDesign",2025-04-28 16:14:01,True,diseno_grafico
UX UI Designer,Laika,Santa Marta,Laika esta buscando un ux ui designer para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ux ui designer sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.893.413,remoto,entry,"Photoshop, Premiere, After Effects",2025-05-13 16:14:01,True,diseno_grafico
Director de arte,Leo Burnett Colombia,Cali,Leo Burnett Colombia esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.059.155,remoto,entry,"Sketch, Blender, Cinema 4D",2025-05-04 16:14:01,True,diseno_grafico
Editor de video,Totto,Pereira,Totto esta buscando un editor de video para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El editor de video sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",585.367,pasantia,entry,"Photoshop, InDesign, Sketch, Blender, After Effects",2025-04-23 16:14:01,True,diseno_grafico
Disenador de experiencia de usuario,Tappsi,Armenia,Tappsi esta buscando un disenador de experiencia de usuario para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de experiencia de usuario sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.388.203,remoto,senior,"Sketch, Premiere, Blender, InDesign, Figma",2025-05-01 16:14:01,True,diseno_grafico
Editor de video,Rockstar Games LATAM,Barranquilla,Rockstar Games LATAM esta buscando un editor de video para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El editor de video sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.113.458,pasantia,senior,"InDesign, Figma, Adobe XD",2025-04-22 16:14:01,True,diseno_grafico
Disenador de experiencia de usuario,Tappsi,Cali,Tappsi esta buscando un disenador de experiencia de usuario para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de experiencia de usuario sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.323.797,tiempo_completo,senior,"After Effects, Figma, Illustrator, InDesign",2025-05-19 16:14:01,True,diseno_grafico
Disenador web,Leo Burnett Colombia,Bucaramanga,Leo Burnett Colombia esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",863.671,medio_tiempo,entry,"Sketch, Illustrator, Photoshop",2025-05-15 16:14:01,True,diseno_grafico
Disenador de marca,Sancho BBDO,Armenia,Sancho BBDO esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.548.600,tiempo_completo,mid,"Adobe XD, Blender, Cinema 4D",2025-05-07 16:14:01,True,diseno_grafico
Disenador de marca,Totto,Manizales,Totto esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",845.440,medio_tiempo,entry,"After Effects, Photoshop, Blender, Premiere, Adobe XD",2025-05-02 16:14:01,True,diseno_grafico
Disenador de marca,Globant,Armenia,Globant esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.116.462,pasantia,senior,"Premiere, Photoshop, Figma, Cinema 4D, Sketch",2025-05-09 16:14:01,True,diseno_grafico
Editor de video,Globant,Armenia,Globant esta buscando un editor de video para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El editor de video sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.964.914,tiempo_completo,entry,"Blender, Sketch, Figma, After Effects",2025-05-02 16:14:01,True,diseno_grafico
Disenador web,Imaginamos,Armenia,Imaginamos esta buscando un disenador web para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador web sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",4.489.420,remoto,senior,"Blender, Adobe XD, Premiere, Figma",2025-04-24 16:14:01,True,diseno_grafico
Ilustrador digital,Netflix LATAM,Bogota,Netflix LATAM esta buscando un ilustrador digital para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El ilustrador digital sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",2.093.739,freelance,senior,"Figma, Cinema 4D, Blender, Illustrator, After Effects",2025-05-11 16:14:01,True,diseno_grafico
Disenador de marca,MullenLowe SSP3,Pereira,MullenLowe SSP3 esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",1.025.447,freelance,entry,"Illustrator, Sketch, InDesign, Cinema 4D",2025-04-26 16:14:01,True,diseno_grafico
Animador 2D,Netflix LATAM,Barranquilla,Netflix LATAM esta buscando un animador 2d para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El animador 2d sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",980.423,freelance,entry,"Photoshop, Sketch, InDesign",2025-04-20 16:14:01,True,diseno_grafico
Disenador de marca,Wunderman Thompson,Medellin,Wunderman Thompson esta buscando un disenador de marca para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El disenador de marca sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",824.002,freelance,entry,"Adobe XD, InDesign, Illustrator, Blender",2025-05-12 16:14:01,True,diseno_grafico
Director de arte,MullenLowe SSP3,Cartagena,MullenLowe SSP3 esta buscando un director de arte para unirse a su equipo creativo y contribuir al desarrollo de proyectos visuales innovadores que fortalezcan la identidad de marca y comuniquen eficazmente nuestros mensajes a traves de diferentes plataformas.,"El director de arte sera responsable de conceptualizar y desarrollar piezas graficas, colaborar con equipos multidisciplinarios, asegurar la coherencia visual de la marca y entregar materiales listos para produccion o publicacion segun los requerimientos del cliente.","Formacion en Diseno Grafico o campos afines, experiencia comprobada en roles similares, dominio de herramientas como Adobe Creative Suite y conocimientos en tendencias actuales de diseno y branding.",554.850,pasantia,entry,"Sketch, Figma, Cinema 4D",2025-05-17 16:14:01,True,diseno_grafico
