Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Especialista en publicidad digital,Laika,Barranquilla,Laika busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.229.072,medio_tiempo,mid,"Canva, SEM, Content Marketing, HubSpot, Meta Business Suite, HTML, WordPress",2025-05-11 16:52:58,True,marketing_digital
Growth Marketer,Publicis Groupe,Manizales,Publicis Groupe busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.309.911,freelance,senior,"HTML, Google Data Studio, CSS, Meta Business Suite",2025-04-29 06:58:58,True,marketing_digital
Growth Marketer,Mercado Libre,Bogota,Mercado Libre busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.533.321,remoto,entry,"Google Tag Manager, Analytics, CSS, SEO, Google Data Studio, CRM, SEM",2025-05-17 05:07:58,True,marketing_digital
Growth Marketer,Publicis Groupe,Bucaramanga,Publicis Groupe busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.703.012,remoto,mid,"Ahrefs, Analytics, Google Tag Manager, Meta Business Suite, Figma",2025-05-04 22:39:58,True,marketing_digital
Social Media Manager,Imaginamos,Cartagena,Imaginamos busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.001.556,pasantia,senior,"HubSpot, CRM, Ahrefs, CSS",2025-05-03 15:28:58,True,marketing_digital
Email Marketing Manager,Rappi,Bogota,Rappi busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.223.877,freelance,mid,"CRM, Email Marketing, Google Tag Manager, Canva, WordPress",2025-05-04 23:12:58,True,marketing_digital
Growth Marketer,Digital Ware,Cali,Digital Ware busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.606.020,medio_tiempo,mid,"HubSpot, Figma, SEM, Google Tag Manager, Google Ads, Google Data Studio",2025-05-14 03:01:58,True,marketing_digital
Coordinador de marketing digital,Mercado Libre,Bucaramanga,Mercado Libre busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.912.467,remoto,mid,"SEM, Google Ads, Canva, Analytics",2025-05-07 05:37:58,True,marketing_digital
SEO Manager,Imaginamos,Cartagena,Imaginamos busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.667.163,remoto,mid,"Google Tag Manager, Google Data Studio, Analytics, Figma, Google Ads",2025-05-13 18:19:58,True,marketing_digital
Coordinador de marketing digital,Havas Group,Manizales,Havas Group busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.412.480,medio_tiempo,senior,"Google Ads, HubSpot, SEO, Figma",2025-05-02 16:30:58,True,marketing_digital
Especialista en marketing digital,Mercado Libre,Bucaramanga,Mercado Libre busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.432.019,freelance,senior,"SEO, Google Tag Manager, Canva, CRM",2025-05-16 07:35:58,True,marketing_digital
Coordinador de marketing digital,Mercado Libre,Bucaramanga,Mercado Libre busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.472.230,tiempo_completo,senior,"Meta Business Suite, Content Marketing, Figma, Email Marketing, HTML",2025-05-02 01:06:58,True,marketing_digital
Coordinador de marketing digital,Digital Ware,Cartagena,Digital Ware busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.134.752,freelance,senior,"Analytics, Meta Business Suite, Google Tag Manager, Content Marketing, SEM, CRM",2025-04-20 12:55:58,True,marketing_digital
Email Marketing Manager,Merkle,Bogota,Merkle busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.063.968,tiempo_completo,entry,"HTML, SEO, Analytics, CSS, CRM",2025-04-23 15:03:58,True,marketing_digital
Especialista en publicidad digital,Mercado Libre,Cali,Mercado Libre busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.918.709,freelance,entry,"SEO, CRM, Content Marketing, Google Ads, HTML, Google Tag Manager, Meta Business Suite",2025-05-03 07:20:58,True,marketing_digital
Social Media Manager,Sancho BBDO,Bogota,Sancho BBDO busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.788.582,remoto,entry,"Figma, Copywriting, Ahrefs, SEM",2025-05-06 20:04:58,True,marketing_digital
Especialista en marketing digital,Publicis Groupe,Bucaramanga,Publicis Groupe busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.786.885,medio_tiempo,senior,"SEM, Canva, HTML, Google Data Studio, Email Marketing, CSS, Google Tag Manager",2025-05-08 18:18:58,True,marketing_digital
Especialista en publicidad digital,Laika,Medellin,Laika busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.955.674,remoto,senior,"Email Marketing, Copywriting, SEM, Canva",2025-05-18 09:10:58,True,marketing_digital
Especialista en marketing digital,Rappi,Manizales,Rappi busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.188.137,remoto,senior,"Meta Business Suite, Analytics, Email Marketing, Google Tag Manager, Figma, Content Marketing, HubSpot",2025-05-13 22:35:58,True,marketing_digital
Coordinador de marketing digital,Havas Group,Cartagena,Havas Group busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.074.359,freelance,senior,"HTML, Google Data Studio, Analytics, Copywriting, WordPress, SEM",2025-05-15 08:53:58,True,marketing_digital
Email Marketing Manager,Merkle,Bucaramanga,Merkle busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.804.524,freelance,entry,"Ahrefs, SEO, Figma, Google Data Studio, Canva",2025-05-11 05:30:58,True,marketing_digital
Coordinador de marketing digital,Sancho BBDO,Manizales,Sancho BBDO busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.168.029,tiempo_completo,mid,"CSS, Figma, Copywriting, Email Marketing, Meta Business Suite, Canva, Google Ads",2025-04-27 08:32:58,True,marketing_digital
SEO Manager,Imaginamos,Cartagena,Imaginamos busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.290.591,freelance,entry,"Meta Business Suite, HubSpot, SEO, Google Ads, Figma, Copywriting",2025-04-21 17:17:58,True,marketing_digital
Especialista en publicidad digital,Havas Group,Bucaramanga,Havas Group busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.363.809,remoto,entry,"Figma, Google Tag Manager, CSS, SEO, CRM",2025-04-29 16:56:58,True,marketing_digital
SEO Manager,Laika,Bogota,Laika busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.293.406,medio_tiempo,entry,"SEM, CRM, Analytics, Ahrefs",2025-05-16 08:46:58,True,marketing_digital
Social Media Manager,Laika,Cartagena,Laika busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.873.921,pasantia,mid,"Copywriting, SEO, HTML, Google Ads, WordPress",2025-05-04 08:01:58,True,marketing_digital
Growth Marketer,Havas Group,Cali,Havas Group busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.177.577,medio_tiempo,mid,"HTML, Google Tag Manager, SEO, WordPress",2025-04-20 03:25:58,True,marketing_digital
Email Marketing Manager,Publicis Groupe,Manizales,Publicis Groupe busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.664.877,medio_tiempo,mid,"Copywriting, Figma, SEM, WordPress, Google Ads",2025-05-02 19:35:58,True,marketing_digital
Growth Marketer,Sancho BBDO,Bucaramanga,Sancho BBDO busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.392.284,medio_tiempo,entry,"Copywriting, SEM, CSS, Canva",2025-05-07 09:20:58,True,marketing_digital
Analista de performance,Sancho BBDO,Manizales,Sancho BBDO busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.903.788,remoto,entry,"WordPress, SEM, HubSpot, Figma, Canva, CSS, SEO",2025-05-08 03:59:58,True,marketing_digital
Growth Marketer,Sancho BBDO,Cartagena,Sancho BBDO busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.587.783,tiempo_completo,mid,"Meta Business Suite, Google Data Studio, Figma, Analytics, CSS",2025-05-14 13:47:58,True,marketing_digital
SEO Manager,Laika,Barranquilla,Laika busca un seo manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de seo manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.065.140,tiempo_completo,senior,"Ahrefs, Google Ads, CSS, HubSpot, Analytics, SEO",2025-05-09 01:11:58,True,marketing_digital
E-commerce Analyst,Sancho BBDO,Bogota,Sancho BBDO busca un e-commerce analyst apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de e-commerce analyst, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.100.810,pasantia,mid,"Email Marketing, Canva, Analytics, Copywriting, HTML",2025-05-15 16:43:58,True,marketing_digital
Social Media Manager,Mercado Libre,Barranquilla,Mercado Libre busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.060.723,remoto,entry,"Canva, Google Data Studio, HTML, CSS, Meta Business Suite, Email Marketing, SEM",2025-05-15 13:20:58,True,marketing_digital
Analista de performance,Havas Group,Manizales,Havas Group busca un analista de performance apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de analista de performance, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.040.099,tiempo_completo,mid,"Canva, WordPress, Google Tag Manager, Google Ads, HubSpot, Ahrefs, Content Marketing",2025-05-02 20:05:58,True,marketing_digital
Especialista en publicidad digital,Falabella,Cali,Falabella busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.155.306,remoto,entry,"Google Data Studio, Copywriting, Canva, WordPress, Content Marketing, CSS, SEO",2025-05-07 12:42:58,True,marketing_digital
Content Strategist,Publicis Groupe,Bogota,Publicis Groupe busca un content strategist apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de content strategist, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.329.322,medio_tiempo,mid,"Google Ads, SEM, SEO, CRM, Ahrefs, Content Marketing",2025-04-24 16:08:58,True,marketing_digital
Email Marketing Manager,Imaginamos,Bogota,Imaginamos busca un email marketing manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de email marketing manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.992.030,freelance,mid,"HubSpot, HTML, Figma, WordPress, Analytics, Email Marketing, Google Data Studio",2025-04-30 00:09:58,True,marketing_digital
Social Media Manager,Havas Group,Cartagena,Havas Group busca un social media manager apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de social media manager, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.702.661,medio_tiempo,mid,"Canva, Content Marketing, Analytics, Google Ads",2025-04-22 07:06:58,True,marketing_digital
E-commerce Analyst,Imaginamos,Barranquilla,Imaginamos busca un e-commerce analyst apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de e-commerce analyst, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.174.077,pasantia,entry,"Google Ads, SEM, SEO, Figma, CRM, HubSpot, Copywriting",2025-04-29 13:30:58,True,marketing_digital
Especialista en publicidad digital,Sancho BBDO,Manizales,Sancho BBDO busca un especialista en publicidad digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en publicidad digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.451.017,pasantia,mid,"WordPress, SEM, Google Ads, Figma, HubSpot, Content Marketing, HTML",2025-04-25 08:05:58,True,marketing_digital
Growth Marketer,Merkle,Medellin,Merkle busca un growth marketer apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de growth marketer, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.529.164,tiempo_completo,entry,"WordPress, Google Tag Manager, Ahrefs, SEO",2025-05-14 03:02:58,True,marketing_digital
E-commerce Analyst,Publicis Groupe,Medellin,Publicis Groupe busca un e-commerce analyst apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de e-commerce analyst, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",6.464.494,freelance,senior,"HTML, SEO, CSS, Google Data Studio, Google Ads",2025-05-01 00:52:58,True,marketing_digital
Content Strategist,Laika,Manizales,Laika busca un content strategist apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de content strategist, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",4.314.933,pasantia,mid,"Meta Business Suite, HTML, SEO, Analytics",2025-04-26 17:12:58,True,marketing_digital
Especialista en marketing digital,Rappi,Manizales,Rappi busca un especialista en marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de especialista en marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",2.503.449,pasantia,entry,"Email Marketing, HTML, Ahrefs, SEM",2025-04-19 16:02:58,True,marketing_digital
E-commerce Analyst,Merkle,Barranquilla,Merkle busca un e-commerce analyst apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de e-commerce analyst, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.091.351,tiempo_completo,entry,"CRM, SEO, Google Data Studio, Ahrefs, Google Ads",2025-05-06 09:35:58,True,marketing_digital
Coordinador de marketing digital,Imaginamos,Barranquilla,Imaginamos busca un coordinador de marketing digital apasionado por generar impacto digital con soluciones innovadoras y orientadas a resultados.,"En este rol, deberas liderar estrategias especificas relacionadas con el puesto de coordinador de marketing digital, optimizando campañas, generando reportes de rendimiento y colaborando con equipos interdisciplinarios.","Profesional en marketing, comunicacion o carreras afines, con experiencia comprobada en roles similares y dominio de herramientas clave del marketing digital. Certificaciones como Google Ads o Meta Blueprint son un plus.",3.045.444,freelance,entry,"CSS, Google Tag Manager, SEO, CRM, Content Marketing, Google Data Studio, Canva",2025-04-20 03:22:58,True,marketing_digital
