Titulo,Empresa,Ubicacion,Descripcion,Responsabilidades,Requisitos,Rango salarial,Tipo de empleo,Nivel de experiencia,Habilidades requeridas,Fecha de publicacion,Estado del empleo,Categoria de trabajo
Disenador UX/UI,Vision Digital,Medellin,Vision Digital busca un perfil como disenador ux/ui para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de disenador ux/ui y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de disenador ux/ui, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.812.227,pasantia,entry,"UX, Illustrator, Photoshop",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Innovapp Labs,Cali,Innovapp Labs busca un perfil como desarrollador backend para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de desarrollador backend y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de desarrollador backend, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",9.794.654,pasantia,senior,"Git, SQL, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,Agencia Viral,Bogota,Agencia Viral busca un perfil como paid media strategist para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de paid media strategist y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de paid media strategist, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.622.708,tiempo_completo,mid,"Analytics, Google Ads, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Grupo Proyectos,Cali,Grupo Proyectos busca un perfil como ingeniero ambiental para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero ambiental y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero ambiental, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.827.179,pasantia,mid,"AutoCAD, ISO, Matlab",2025-05-17 17:58:17,True,ingenierias
Consultor de Riesgos,Capital Consulting,Cali,Capital Consulting busca un perfil como consultor de riesgos para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de consultor de riesgos y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de consultor de riesgos, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",8.785.060,contrato,senior,"Excel, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Clinica Vida,Medellin,Clinica Vida busca un perfil como psicologo clinico para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",5.324.032,tiempo_completo,mid,"BLS, Etica profesional, Historia Clinica",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Coder Academy,Cali,Coder Academy busca un perfil como profesor de ingles para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de profesor de ingles y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de profesor de ingles, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",1.917.090,contrato,entry,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin busca un perfil como coordinador de compras para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de coordinador de compras y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de coordinador de compras, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.390.799,remoto,junior,"Liderazgo, ERP, Planificacion estrategica",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Great Teams,Medellin,Great Teams busca un perfil como especialista en compensaciones para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de especialista en compensaciones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista en compensaciones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.321.199,pasantia,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Ilustrador Digital,Pixelarte,Cali,Pixelarte busca un perfil como ilustrador digital para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ilustrador digital y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ilustrador digital, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.247.314,tiempo_completo,senior,"Photoshop, Illustrator, UI",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Cloudbyte,Bogota,Cloudbyte busca un perfil como ingeniero devops para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero devops y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero devops, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",6.512.956,medio_tiempo,senior,"AWS, SQL, Git",2025-05-17 17:58:17,True,ingenieria_informatica
Especialista SEO,DigitalBoost,Cali,DigitalBoost busca un perfil como especialista seo para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de especialista seo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista seo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",4.826.458,tiempo_completo,mid,"SEO, Social Media, Google Ads",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Constructora Andes,Bogota,Constructora Andes busca un perfil como ingeniero industrial para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero industrial y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero industrial, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.464.149,medio_tiempo,entry,"Matlab, AutoCAD, ISO",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Sigma Holdings,Cali,Sigma Holdings busca un perfil como asesor de inversiones para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de asesor de inversiones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asesor de inversiones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",1.740.634,remoto,entry,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
Psicologo Clinico,Centro Medico Integral,Bogota,Centro Medico Integral busca un perfil como psicologo clinico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de psicologo clinico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de psicologo clinico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",5.799.055,tiempo_completo,mid,"Etica profesional, Historia Clinica, BLS",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Universidad Metropolitana,Bogota,Universidad Metropolitana busca un perfil como profesor de ingles para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de profesor de ingles y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de profesor de ingles, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",2.703.028,tiempo_completo,junior,"Didactica, Planificacion, TIC educativas",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Bogota,Andes Operaciones busca un perfil como asistente administrativo para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de asistente administrativo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asistente administrativo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.813.525,medio_tiempo,junior,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
HR Business Partner,TalentoPlus,Cali,TalentoPlus busca un perfil como hr business partner para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de hr business partner y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de hr business partner, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.585.711,remoto,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Director de Arte,Vision Digital,Medellin,Vision Digital busca un perfil como director de arte para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de director de arte y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de director de arte, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.015.149,tiempo_completo,senior,"UI, Creatividad, Photoshop",2025-05-17 17:58:17,True,diseno_grafico
Ingeniero DevOps,Innovapp Labs,Medellin,Innovapp Labs busca un perfil como ingeniero devops para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero devops y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero devops, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",4.798.479,pasantia,mid,"Python, SQL, AWS",2025-05-17 17:58:17,True,ingenieria_informatica
Paid Media Strategist,GrowthMKT,Medellin,GrowthMKT busca un perfil como paid media strategist para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de paid media strategist y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de paid media strategist, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",6.070.092,pasantia,senior,"Analytics, Social Media, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Industrial,Grupo Proyectos,Medellin,Grupo Proyectos busca un perfil como ingeniero industrial para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero industrial y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero industrial, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.800.150,remoto,junior,"ISO, Proyectos, AutoCAD",2025-05-17 17:58:17,True,ingenierias
Asesor de Inversiones,Capital Consulting,Cali,Capital Consulting busca un perfil como asesor de inversiones para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de asesor de inversiones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asesor de inversiones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",3.835.897,remoto,junior,"Finanzas, Contabilidad, SAP",2025-05-17 17:58:17,True,finanzas
Medico General,Clinica Vida,Medellin,Clinica Vida busca un perfil como medico general para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de medico general y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de medico general, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",5.322.998,remoto,mid,"Etica profesional, BLS, Historia Clinica",2025-05-17 17:58:17,True,salud
Profesor de Ingles,Universidad Metropolitana,Medellin,Universidad Metropolitana busca un perfil como profesor de ingles para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de profesor de ingles y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de profesor de ingles, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",5.438.684,remoto,mid,"Didactica, TIC educativas, Planificacion",2025-05-17 17:58:17,True,educacion
Coordinador de Compras,Global Admin,Bogota,Global Admin busca un perfil como coordinador de compras para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de coordinador de compras y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de coordinador de compras, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",1.635.381,medio_tiempo,entry,"Planificacion estrategica, Liderazgo, ERP",2025-05-17 17:58:17,True,administracion
HR Business Partner,Great Teams,Bogota,Great Teams busca un perfil como hr business partner para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de hr business partner y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de hr business partner, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.819.631,medio_tiempo,junior,"Onboarding, Entrevistas, Compensaciones",2025-05-17 17:58:17,True,recursos_humanos
Disenador Grafico,Vision Digital,Bogota,Vision Digital busca un perfil como disenador grafico para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de disenador grafico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de disenador grafico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",5.146.562,tiempo_completo,mid,"Creatividad, Illustrator, UX",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Frontend,Cloudbyte,Bogota,Cloudbyte busca un perfil como desarrollador frontend para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de desarrollador frontend y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de desarrollador frontend, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",4.180.127,tiempo_completo,mid,"SQL, AWS, Python",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,Agencia Viral,Medellin,Agencia Viral busca un perfil como analista marketing para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de analista marketing y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista marketing, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",7.232.019,remoto,senior,"Analytics, Google Ads, SEO",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Mecanico,Grupo Proyectos,Medellin,Grupo Proyectos busca un perfil como ingeniero mecanico para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero mecanico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero mecanico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.643.009,medio_tiempo,junior,"Proyectos, AutoCAD, ISO",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Sigma Holdings,Cali,Sigma Holdings busca un perfil como contador publico para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",5.838.763,pasantia,mid,"Finanzas, SAP, Contabilidad",2025-05-17 17:58:17,True,finanzas
Enfermero Profesional,Clinica Vida,Cali,Clinica Vida busca un perfil como enfermero profesional para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de enfermero profesional y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de enfermero profesional, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, registro profesional vigente y certificaciones actualizadas.",2.572.986,contrato,junior,"Historia Clinica, Etica profesional, BLS",2025-05-17 17:58:17,True,salud
Docente de Matematicas,Colegio Horizontes,Bogota,Colegio Horizontes busca un perfil como docente de matematicas para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de docente de matematicas y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de docente de matematicas, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, experiencia en planeacion curricular y evaluacion educativa.",8.611.596,contrato,senior,"TIC educativas, Didactica, Planificacion",2025-05-17 17:58:17,True,educacion
Asistente Administrativo,Andes Operaciones,Cali,Andes Operaciones busca un perfil como asistente administrativo para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de asistente administrativo y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de asistente administrativo, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.613.590,remoto,junior,"Planificacion estrategica, ERP, Liderazgo",2025-05-17 17:58:17,True,administracion
Especialista en Compensaciones,Human Focus,Cali,Human Focus busca un perfil como especialista en compensaciones para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de especialista en compensaciones y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de especialista en compensaciones, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",3.315.524,medio_tiempo,junior,"Compensaciones, Entrevistas, Onboarding",2025-05-17 17:58:17,True,recursos_humanos
Disenador Grafico,Pixelarte,Medellin,Pixelarte busca un perfil como disenador grafico para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de disenador grafico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de disenador grafico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.123.118,pasantia,entry,"Photoshop, UX, UI",2025-05-17 17:58:17,True,diseno_grafico
Desarrollador Backend,Andes Software,Medellin,Andes Software busca un perfil como desarrollador backend para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de desarrollador backend y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de desarrollador backend, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimientos solidos en estructuras de datos y algoritmos.",1.379.388,remoto,entry,"Python, Git, Docker",2025-05-17 17:58:17,True,ingenieria_informatica
Analista Marketing,GrowthMKT,Bogota,GrowthMKT busca un perfil como analista marketing para integrarse a su equipo en Bogota. El candidato ideal debera demostrar habilidades solidas en el area de analista marketing y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de analista marketing, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",8.708.628,tiempo_completo,senior,"Social Media, SEO, Analytics",2025-05-17 17:58:17,True,marketing_digital
Ingeniero Ambiental,Ecomec Ingenieria,Cali,Ecomec Ingenieria busca un perfil como ingeniero ambiental para integrarse a su equipo en Cali. El candidato ideal debera demostrar habilidades solidas en el area de ingeniero ambiental y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de ingeniero ambiental, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva.",2.315.814,medio_tiempo,entry,"Proyectos, AutoCAD, Matlab",2025-05-17 17:58:17,True,ingenierias
Contador Publico,Capital Consulting,Medellin,Capital Consulting busca un perfil como contador publico para integrarse a su equipo en Medellin. El candidato ideal debera demostrar habilidades solidas en el area de contador publico y tener pasion por la excelencia profesional.,"Desempenar tareas relacionadas con el rol de contador publico, colaborar con equipos interdisciplinarios, cumplir con los objetivos del area, participar en la mejora continua de procesos y presentar reportes periodicos de resultados.","Se requiere: titulo universitario o tecnico en un campo relacionado, experiencia minima de 1 ano en cargos similares, habilidad para trabajar bajo presion, capacidad de comunicacion efectiva, conocimiento de normativas contables y tributarias.",2.664.502,contrato,junior,"Finanzas, SAP, Excel",2025-05-17 17:58:17,True,finanzas
